Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
12/12/2016,3:55,ROCHESTER,30F,27F,88%,S,15mph,20mph,29.20in,0.0in,Light
12/12/2016,16:00,ROCHESTER,36F,32F,86%,W,10mph,0mph,29.12in,0.0in,Cloudy
12/12/2016,14:26,ROCHESTER,35F,29F,78%,SW,9mph,0mph,29.11in,0.0in,Cloudy
12/12/2016,13:41,ROCHESTER,34F,29F,82%,SSW,8mph,0mph,29.09in,0.0in,Light
12/12/2016,7:29,ROCHESTER,30F,28F,92%,S,9mph,0mph,29.16in,0.0in,Light
12/12/2016,0:13,ROCHESTER,33F,22F,64%,W,15mph,0mph,29.42in,0.0in,Partly
12/12/2016,18:16,ROCHESTER,37F,33F,86%,WSW,14mph,0mph,29.13in,0.0in,Cloudy
12/12/2016,3:16,ROCHESTER,30F,27F,88%,S,15mph,20mph,29.20in,0.0in,Light
12/11/2016,19:27,ROCHESTER,27F,24F,89%,S,8mph,0mph,29.63in,0.0in,Light
12/11/2016,13:07,ROCHESTER,28F,22F,78%,S,6mph,0mph,29.69in,0.0in,Light
12/11/2016,20:36,ROCHESTER,27F,23F,85%,SSE,9mph,0mph,29.61in,0.0in,Light
12/11/2016,2:04,ROCHESTER,23F,15F,72%,SW,8mph,0mph,29.78in,0.0in,Cloudy
12/11/2016,12:39,ROCHESTER,27F,21F,78%,SSW,8mph,0mph,29.73in,0.0in,Light
12/11/2016,17:47,ROCHESTER,28F,23F,81%,S,8mph,0mph,29.65in,0.0in,Light
12/11/2016,12:50,ROCHESTER,27F,21F,78%,SSW,8mph,0mph,29.73in,0.0in,Light
12/11/2016,14:17,ROCHESTER,28F,22F,78%,SSE,7mph,0mph,29.67in,0.0in,Light
12/11/2016,10:51,ROCHESTER,26F,17F,69%,SSW,10mph,0mph,29.77in,0.0in,Cloudy
12/10/2016,23:09,ROCHESTER,28F,20F,72%,W,5mph,0mph,29.71in,0.0in,Light
12/10/2016,2:09,ROCHESTER,20F,16F,85%,SW,5mph,0mph,29.71in,0.0in,Partly
12/10/2016,15:14,ROCHESTER,25F,21F,86%,WSW,5mph,0mph,29.75in,0.0in,Light
12/10/2016,12:56,ROCHESTER,24F,21F,88%,SW,5mph,0mph,29.74in,0.0in,Light
12/10/2016,15:00,ROCHESTER,25F,21F,86%,WSW,5mph,0mph,29.75in,0.0in,Light
12/10/2016,12:50,ROCHESTER,24F,21F,88%,SW,5mph,0mph,29.74in,0.0in,Light
12/10/2016,11:06,ROCHESTER,23F,20F,88%,WSW,5mph,0mph,29.75in,0.0in,Light
12/10/2016,0:10,ROCHESTER,23F,13F,65%,WSW,9mph,0mph,29.78in,0.0in,Cloudy
12/10/2016,13:12,ROCHESTER,24F,21F,88%,WSW,5mph,0mph,29.75in,0.0in,Light
12/10/2016,12:50,ROCHESTER,24F,21F,88%,SW,5mph,0mph,29.74in,0.0in,Light
12/10/2016,16:02,ROCHESTER,25F,22F,88%,WSW,7mph,0mph,29.75in,0.0in,Light
12/10/2016,2:15,ROCHESTER,20F,16F,85%,SW,5mph,0mph,29.71in,0.0in,Partly
12/09/2016,13:53,ROCHESTER,29F,25F,85%,W,7mph,0mph,29.47in,0.0in,Light
12/09/2016,11:23,ROCHESTER,28F,25F,88%,W,8mph,0mph,29.47in,0.0in,Light
12/09/2016,12:13,ROCHESTER,28F,25F,88%,W,8mph,0mph,29.47in,0.0in,Light
12/09/2016,10:07,ROCHESTER,28F,25F,88%,W,10mph,0mph,29.46in,0.0in,Light
12/09/2016,8:50,ROCHESTER,29F,25F,85%,WNW,12mph,0mph,29.45in,0.0in,Light
12/09/2016,1:41,ROCHESTER,30F,21F,69%,WNW,18mph,28mph,29.40in,0.0in,Light
12/09/2016,19:21,ROCHESTER,27F,24F,89%,WNW,6mph,0mph,29.52in,0.0in,Light
12/09/2016,13:11,ROCHESTER,29F,25F,85%,W,7mph,0mph,29.47in,0.0in,Light
12/09/2016,22:10,ROCHESTER,26F,21F,81%,NNW,12mph,0mph,29.56in,0.0in,Light
12/09/2016,1:17,ROCHESTER,30F,21F,69%,WNW,18mph,28mph,29.40in,0.0in,Light
12/09/2016,7:52,ROCHESTER,29F,25F,85%,W,10mph,0mph,29.43in,0.0in,Light
12/09/2016,12:52,ROCHESTER,28F,25F,88%,W,8mph,0mph,29.47in,0.0in,Light
12/09/2016,11:30,ROCHESTER,28F,25F,88%,W,8mph,0mph,29.47in,0.0in,Light
12/09/2016,9:11,ROCHESTER,29F,26F,89%,WNW,12mph,0mph,29.46in,0.0in,Light
12/09/2016,9:25,ROCHESTER,29F,26F,89%,WNW,12mph,0mph,29.46in,0.0in,Light
12/09/2016,10:11,ROCHESTER,28F,25F,88%,W,10mph,0mph,29.46in,0.0in,Light
12/09/2016,6:33,ROCHESTER,28F,25F,88%,W,9mph,0mph,29.43in,0.0in,Cloudy
12/09/2016,16:30,ROCHESTER,28F,25F,88%,WNW,7mph,0mph,29.50in,0.0in,Light
12/09/2016,0:00,ROCHESTER,25F,18F,75%,NW,8mph,0mph,29.70in,0.0in,Light
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
12/09/2016,9:26,ROCHESTER,29F,26F,89%,WNW,12mph,0mph,29.46in,0.0in,Light
12/09/2016,11:29,ROCHESTER,28F,25F,88%,W,8mph,0mph,29.47in,0.0in,Light
12/09/2016,17:15,ROCHESTER,28F,25F,88%,WNW,7mph,0mph,29.51in,0.0in,Light
12/09/2016,23:50,ROCHESTER,25F,21F,85%,NNW,10mph,0mph,29.57in,0.0in,Light
12/09/2016,10:20,ROCHESTER,28F,25F,88%,W,10mph,0mph,29.46in,0.0in,Light
12/09/2016,15:09,ROCHESTER,28F,25F,88%,WNW,9mph,0mph,29.49in,0.0in,Light
12/09/2016,11:30,ROCHESTER,28F,25F,88%,W,8mph,0mph,29.47in,0.0in,Light
12/09/2016,21:30,ROCHESTER,27F,21F,78%,NNW,7mph,0mph,29.55in,0.0in,Light
12/09/2016,12:25,ROCHESTER,28F,25F,88%,W,8mph,0mph,29.47in,0.0in,Light
12/09/2016,10:24,ROCHESTER,28F,25F,88%,W,10mph,0mph,29.46in,0.0in,Light
12/09/2016,8:35,ROCHESTER,29F,25F,85%,WNW,12mph,0mph,29.45in,0.0in,Light
12/09/2016,10:28,ROCHESTER,28F,25F,88%,W,10mph,0mph,29.46in,0.0in,Light
12/09/2016,9:43,ROCHESTER,29F,26F,89%,WNW,12mph,0mph,29.46in,0.0in,Light
12/08/2016,16:33,ROCHESTER,34F,16F,48%,W,14mph,26mph,29.31in,0.0in,Cloudy
12/08/2016,17:50,ROCHESTER,31F,21F,67%,WNW,17mph,26mph,29.34in,0.0in,Cloudy
12/08/2016,12:25,ROCHESTER,35F,19F,52%,W,14mph,24mph,29.31in,0.0in,Mostly
12/08/2016,11:12,ROCHESTER,36F,19F,50%,W,14mph,23mph,29.31in,0.0in,Mostly
12/08/2016,16:07,ROCHESTER,34F,16F,48%,W,14mph,26mph,29.31in,0.0in,Cloudy
12/08/2016,2:10,ROCHESTER,35F,25F,67%,SW,6mph,0mph,29.34in,0.0in,Cloudy
12/08/2016,17:23,ROCHESTER,31F,21F,67%,WNW,17mph,26mph,29.34in,0.0in,Cloudy
12/08/2016,12:07,ROCHESTER,35F,19F,52%,W,14mph,24mph,29.31in,0.0in,Mostly
12/08/2016,0:00,ROCHESTER,29F,20F,69%,W,17mph,30mph,29.39in,0.0in,Mostly
12/08/2016,8:32,ROCHESTER,34F,23F,64%,W,13mph,0mph,29.31in,0.0in,Cloudy
12/08/2016,15:01,ROCHESTER,34F,18F,52%,W,16mph,29mph,29.30in,0.0in,Cloudy
12/08/2016,19:55,ROCHESTER,30F,15F,54%,W,15mph,0mph,29.35in,0.0in,Mostly
12/08/2016,17:16,ROCHESTER,31F,21F,67%,WNW,17mph,26mph,29.34in,0.0in,Cloudy
12/08/2016,8:50,ROCHESTER,34F,23F,64%,W,13mph,0mph,29.31in,0.0in,Cloudy
12/08/2016,18:59,ROCHESTER,30F,17F,59%,W,15mph,25mph,29.34in,0.0in,Mostly
12/08/2016,17:01,ROCHESTER,31F,21F,67%,WNW,17mph,26mph,29.34in,0.0in,Cloudy
12/08/2016,6:45,ROCHESTER,35F,29F,78%,WSW,9mph,0mph,29.31in,0.0in,Light
12/08/2016,17:28,ROCHESTER,31F,21F,67%,WNW,17mph,26mph,29.34in,0.0in,Cloudy
12/08/2016,16:47,ROCHESTER,34F,16F,48%,W,14mph,26mph,29.31in,0.0in,Cloudy
12/08/2016,17:45,ROCHESTER,31F,21F,67%,WNW,17mph,26mph,29.34in,0.0in,Cloudy
12/07/2016,5:07,ROCHESTER,38F,35F,89%,SW,8mph,0mph,29.20in,0.0in,Cloudy
12/07/2016,18:29,ROCHESTER,38F,29F,70%,W,12mph,0mph,29.36in,0.0in,Mostly
12/07/2016,21:19,ROCHESTER,39F,29F,67%,W,16mph,0mph,29.37in,0.0in,Mostly
12/07/2016,17:20,ROCHESTER,37F,30F,76%,W,13mph,0mph,29.35in,0.0in,Mostly
12/07/2016,0:00,ROCHESTER,33F,26F,75%,SW,7mph,0mph,29.36in,0.0in,Mostly
12/07/2016,0:00,ROCHESTER,33F,26F,75%,SW,7mph,0mph,29.36in,0.0in,Mostly
12/07/2016,13:54,ROCHESTER,38F,32F,79%,W,12mph,0mph,29.32in,0.0in,Cloudy
12/07/2016,8:49,ROCHESTER,39F,37F,93%,W,18mph,25mph,29.26in,0.0in,Light
12/07/2016,11:54,ROCHESTER,39F,35F,86%,W,9mph,0mph,29.29in,0.0in,Cloudy
12/07/2016,22:50,ROCHESTER,39F,29F,67%,W,13mph,0mph,29.35in,0.0in,Cloudy
12/07/2016,13:10,ROCHESTER,38F,32F,79%,W,12mph,0mph,29.32in,0.0in,Cloudy
12/07/2016,15:57,ROCHESTER,37F,31F,79%,W,10mph,0mph,29.34in,0.0in,Cloudy
12/07/2016,19:59,ROCHESTER,37F,29F,73%,W,14mph,0mph,29.37in,0.0in,Cloudy
12/06/2016,7:08,ROCHESTER,26F,23F,88%,WSW,3mph,0mph,29.48in,0.0in,Mostly
12/06/2016,17:59,ROCHESTER,40F,30F,68%,ESE,8mph,0mph,29.26in,0.0in,Cloudy
12/06/2016,0:00,ROCHESTER,34F,33F,96%,SE,10mph,0mph,29.20in,0.0in,Light
12/06/2016,14:09,ROCHESTER,41F,31F,67%,SE,15mph,0mph,29.29in,0.0in,Cloudy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
12/06/2016,0:00,ROCHESTER,34F,33F,96%,SE,10mph,0mph,29.20in,0.0in,Light
12/06/2016,16:43,ROCHESTER,40F,31F,70%,ESE,13mph,0mph,29.25in,0.0in,Cloudy
12/06/2016,7:15,ROCHESTER,26F,23F,88%,WSW,3mph,0mph,29.48in,0.0in,Mostly
12/06/2016,17:13,ROCHESTER,40F,30F,68%,ESE,8mph,0mph,29.26in,0.0in,Cloudy
12/06/2016,2:07,ROCHESTER,28F,25F,88%,CALM,0mph,0mph,29.50in,0.0in,Partly
12/06/2016,14:26,ROCHESTER,41F,31F,67%,SE,15mph,0mph,29.29in,0.0in,Cloudy
12/06/2016,19:07,ROCHESTER,35F,33F,92%,ESE,9mph,0mph,29.25in,0.1in,Wintry
12/05/2016,8:52,ROCHESTER,33F,32F,96%,SE,6mph,0mph,29.23in,0.1in,Light
12/05/2016,14:46,ROCHESTER,34F,32F,92%,S,5mph,0mph,29.20in,0.0in,Light
12/05/2016,12:02,ROCHESTER,33F,32F,96%,SSE,6mph,0mph,29.21in,0.0in,Light
12/05/2016,14:40,ROCHESTER,34F,32F,92%,S,5mph,0mph,29.20in,0.0in,Light
12/05/2016,17:31,ROCHESTER,36F,34F,93%,SW,9mph,0mph,29.21in,0.0in,Wintry
12/05/2016,6:50,ROCHESTER,33F,32F,96%,SE,3mph,0mph,29.26in,0.0in,Light
12/05/2016,6:55,ROCHESTER,33F,32F,96%,SE,3mph,0mph,29.26in,0.0in,Light
12/04/2016,19:00,ROCHESTER,36F,28F,73%,E,7mph,0mph,29.53in,0.0in,Cloudy
12/04/2016,23:37,ROCHESTER,35F,27F,72%,ESE,8mph,0mph,29.44in,0.0in,Cloudy
12/04/2016,3:58,ROCHESTER,35F,27F,72%,NW,5mph,0mph,29.64in,0.0in,Partly
12/04/2016,12:20,ROCHESTER,39F,28F,65%,NNW,3mph,0mph,29.66in,0.0in,Partly
12/04/2016,4:58,ROCHESTER,31F,27F,85%,CALM,0mph,0mph,29.64in,0.0in,Partly
12/04/2016,3:49,ROCHESTER,35F,27F,72%,NW,5mph,0mph,29.64in,0.0in,Partly
12/04/2016,1:23,ROCHESTER,37F,28F,70%,NW,6mph,0mph,29.63in,0.0in,Cloudy
12/04/2016,12:22,ROCHESTER,39F,28F,65%,NNW,3mph,0mph,29.66in,0.0in,Partly
12/04/2016,13:34,ROCHESTER,39F,28F,65%,NNW,3mph,0mph,29.66in,0.0in,Partly
12/03/2016,2:00,ROCHESTER,37F,31F,79%,WNW,12mph,0mph,29.43in,0.0in,Cloudy
12/03/2016,19:45,ROCHESTER,40F,33F,77%,NW,12mph,0mph,29.53in,0.0in,Cloudy
12/03/2016,8:45,ROCHESTER,37F,29F,73%,NW,9mph,24mph,29.45in,0.0in,Cloudy
12/03/2016,20:18,ROCHESTER,40F,33F,77%,NW,10mph,0mph,29.53in,0.0in,Cloudy
12/03/2016,22:48,ROCHESTER,40F,32F,73%,NW,10mph,0mph,29.52in,0.0in,Cloudy
12/03/2016,19:30,ROCHESTER,40F,33F,77%,NW,12mph,0mph,29.53in,0.0in,Cloudy
12/03/2016,15:11,ROCHESTER,36F,33F,89%,WNW,8mph,0mph,29.53in,0.0in,Light
12/03/2016,15:30,ROCHESTER,36F,33F,89%,WNW,8mph,0mph,29.53in,0.0in,Light
12/03/2016,0:50,ROCHESTER,38F,31F,76%,NW,5mph,0mph,29.61in,0.0in,Cloudy
12/03/2016,20:15,ROCHESTER,40F,33F,77%,NW,10mph,0mph,29.53in,0.0in,Cloudy
12/03/2016,13:11,ROCHESTER,37F,29F,73%,NNW,7mph,0mph,29.50in,0.0in,Cloudy
12/03/2016,22:02,ROCHESTER,40F,32F,73%,NW,10mph,0mph,29.52in,0.0in,Cloudy
12/03/2016,2:09,ROCHESTER,37F,31F,79%,WNW,12mph,0mph,29.43in,0.0in,Cloudy
12/03/2016,14:45,ROCHESTER,38F,30F,73%,WNW,9mph,0mph,29.52in,0.0in,Cloudy
12/03/2016,16:00,ROCHESTER,37F,34F,89%,NW,9mph,0mph,29.53in,0.0in,Light
12/02/2016,0:04,ROCHESTER,37F,33F,86%,WNW,8mph,0mph,29.38in,0.0in,Cloudy
12/02/2016,14:18,ROCHESTER,44F,29F,55%,W,28mph,40mph,29.23in,0.0in,Cloudy
12/02/2016,12:00,ROCHESTER,43F,32F,65%,W,13mph,28mph,29.25in,0.0in,Mostly
12/02/2016,17:41,ROCHESTER,42F,28F,58%,W,20mph,30mph,29.25in,0.0in,Cloudy
12/02/2016,11:39,ROCHESTER,42F,32F,67%,W,16mph,29mph,29.24in,0.0in,Mostly
12/02/2016,2:20,ROCHESTER,42F,36F,79%,SW,15mph,0mph,29.16in,0.0in,Cloudy
12/02/2016,18:25,ROCHESTER,41F,27F,57%,W,20mph,31mph,29.27in,0.0in,Cloudy
12/02/2016,19:25,ROCHESTER,40F,28F,63%,W,16mph,30mph,29.28in,0.0in,Cloudy
12/02/2016,15:56,ROCHESTER,43F,28F,56%,W,25mph,35mph,29.23in,0.0in,Cloudy
12/02/2016,9:30,ROCHESTER,40F,32F,73%,W,16mph,0mph,29.24in,0.0in,Partly
12/02/2016,23:15,ROCHESTER,37F,34F,89%,WNW,21mph,0mph,29.33in,0.0in,Wintry
12/02/2016,17:40,ROCHESTER,42F,28F,58%,W,20mph,30mph,29.25in,0.0in,Cloudy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
12/02/2016,11:13,ROCHESTER,42F,32F,67%,W,16mph,29mph,29.24in,0.0in,Mostly
12/02/2016,14:22,ROCHESTER,44F,29F,55%,W,28mph,40mph,29.23in,0.0in,Cloudy
12/02/2016,11:00,ROCHESTER,42F,32F,67%,W,16mph,29mph,29.24in,0.0in,Mostly
12/02/2016,21:30,ROCHESTER,39F,32F,75%,W,12mph,24mph,29.31in,0.0in,Light
12/02/2016,20:18,ROCHESTER,40F,29F,65%,W,12mph,26mph,29.29in,0.0in,Cloudy
12/02/2016,0:00,ROCHESTER,37F,33F,86%,WNW,8mph,0mph,29.38in,0.0in,Cloudy
12/01/2016,13:25,ROCHESTER,41F,37F,86%,W,18mph,28mph,29.03in,0.0in,Light
12/01/2016,9:20,ROCHESTER,44F,33F,65%,W,16mph,0mph,28.98in,0.0in,Cloudy
12/01/2016,15:28,ROCHESTER,42F,36F,79%,W,16mph,25mph,29.03in,0.0in,Light
12/01/2016,12:33,ROCHESTER,42F,36F,79%,W,12mph,0mph,29.01in,0.0in,Light
12/01/2016,11:45,ROCHESTER,42F,35F,76%,W,17mph,0mph,29.00in,0.0in,Light
12/01/2016,18:08,ROCHESTER,42F,34F,73%,W,18mph,26mph,29.04in,0.0in,Cloudy
12/01/2016,18:38,ROCHESTER,42F,34F,73%,W,18mph,26mph,29.04in,0.0in,Cloudy
12/01/2016,21:38,ROCHESTER,42F,34F,73%,W,16mph,25mph,29.07in,0.0in,Cloudy
12/01/2016,9:33,ROCHESTER,44F,33F,65%,W,16mph,0mph,28.98in,0.0in,Cloudy
12/01/2016,7:05,ROCHESTER,47F,39F,74%,W,22mph,30mph,28.94in,0.0in,Cloudy
12/01/2016,20:43,ROCHESTER,41F,34F,76%,WSW,21mph,28mph,29.05in,0.0in,Cloudy
12/01/2016,17:47,ROCHESTER,42F,33F,70%,W,17mph,28mph,29.03in,0.0in,Cloudy
12/01/2016,7:46,ROCHESTER,47F,39F,74%,W,22mph,30mph,28.94in,0.0in,Cloudy
12/01/2016,7:50,ROCHESTER,47F,39F,74%,W,22mph,30mph,28.94in,0.0in,Cloudy
12/01/2016,6:17,ROCHESTER,47F,40F,77%,WSW,20mph,28mph,28.94in,0.0in,Cloudy
12/01/2016,16:08,ROCHESTER,42F,34F,73%,W,16mph,25mph,29.04in,0.0in,Cloudy
11/30/2016,12:05,ROCHESTER,50F,46F,86%,SSE,6mph,0mph,29.14in,0.0in,Cloudy
11/30/2016,13:55,ROCHESTER,51F,47F,86%,SE,6mph,0mph,29.11in,0.0in,Mostly
11/30/2016,11:16,ROCHESTER,49F,46F,90%,SE,8mph,0mph,29.16in,0.0in,Cloudy
11/30/2016,18:09,ROCHESTER,59F,50F,72%,S,10mph,0mph,28.98in,0.0in,Cloudy
11/30/2016,7:55,ROCHESTER,44F,43F,96%,SW,5mph,0mph,29.22in,0.0in,Cloudy
11/30/2016,12:27,ROCHESTER,50F,46F,86%,SSE,6mph,0mph,29.14in,0.0in,Cloudy
11/30/2016,9:55,ROCHESTER,43F,42F,97%,CALM,0mph,0mph,29.19in,0.0in,Cloudy
11/30/2016,12:17,ROCHESTER,50F,46F,86%,SSE,6mph,0mph,29.14in,0.0in,Cloudy
11/29/2016,6:22,ROCHESTER,50F,40F,68%,S,15mph,22mph,29.10in,0.0in,Cloudy
11/29/2016,16:02,ROCHESTER,58F,48F,70%,SSW,5mph,0mph,29.13in,0.0in,Cloudy
11/29/2016,18:14,ROCHESTER,53F,47F,80%,W,3mph,0mph,29.17in,0.0in,Mostly
11/29/2016,17:56,ROCHESTER,56F,47F,72%,S,5mph,0mph,29.15in,0.0in,Cloudy
11/29/2016,6:44,ROCHESTER,50F,40F,68%,S,15mph,22mph,29.10in,0.0in,Cloudy
11/28/2016,8:53,ROCHESTER,32F,30F,92%,ESE,3mph,0mph,29.47in,0.0in,Mostly
11/28/2016,4:48,ROCHESTER,33F,31F,92%,WSW,3mph,0mph,29.49in,0.0in,Fair
11/28/2016,16:48,ROCHESTER,49F,32F,52%,SE,7mph,0mph,29.34in,0.0in,Mostly
11/28/2016,17:14,ROCHESTER,47F,32F,56%,SSE,7mph,0mph,29.34in,0.0in,Cloudy
11/28/2016,20:48,ROCHESTER,47F,31F,54%,SE,8mph,0mph,29.30in,0.0in,Cloudy
11/28/2016,17:45,ROCHESTER,47F,32F,56%,SSE,7mph,0mph,29.34in,0.0in,Cloudy
11/28/2016,6:40,ROCHESTER,31F,29F,92%,CALM,0mph,0mph,29.48in,0.0in,Fair
11/28/2016,17:05,ROCHESTER,47F,32F,56%,SSE,7mph,0mph,29.34in,0.0in,Cloudy
11/28/2016,16:11,ROCHESTER,49F,32F,52%,SE,7mph,0mph,29.34in,0.0in,Mostly
11/28/2016,0:00,ROCHESTER,47F,30F,52%,S,12mph,0mph,29.27in,0.0in,Cloudy
11/28/2016,15:15,ROCHESTER,52F,31F,45%,SE,7mph,0mph,29.35in,0.0in,Mostly
11/28/2016,8:24,ROCHESTER,32F,30F,92%,ESE,3mph,0mph,29.47in,0.0in,Mostly
11/27/2016,12:01,ROCHESTER,37F,34F,89%,W,12mph,0mph,29.51in,0.0in,Cloudy
11/27/2016,13:44,ROCHESTER,37F,34F,89%,W,8mph,0mph,29.52in,0.0in,Cloudy
11/27/2016,12:16,ROCHESTER,37F,34F,89%,W,12mph,0mph,29.51in,0.0in,Cloudy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
11/27/2016,0:02,ROCHESTER,37F,33F,86%,SSW,3mph,0mph,29.50in,0.0in,Mostly
11/27/2016,12:59,ROCHESTER,37F,34F,89%,W,12mph,0mph,29.51in,0.0in,Cloudy
11/27/2016,12:34,ROCHESTER,37F,34F,89%,W,12mph,0mph,29.51in,0.0in,Cloudy
11/27/2016,2:44,ROCHESTER,37F,36F,96%,WSW,9mph,0mph,29.50in,0.0in,Cloudy
11/27/2016,18:00,ROCHESTER,38F,35F,89%,W,9mph,0mph,29.54in,0.0in,Light
11/27/2016,1:36,ROCHESTER,37F,36F,96%,WSW,7mph,0mph,29.50in,0.0in,Light
11/27/2016,10:12,ROCHESTER,36F,34F,93%,WSW,8mph,0mph,29.50in,0.0in,Cloudy
11/26/2016,13:56,ROCHESTER,39F,36F,89%,WSW,8mph,0mph,29.55in,0.0in,Cloudy
11/26/2016,11:31,ROCHESTER,39F,36F,89%,WSW,8mph,0mph,29.54in,0.0in,Cloudy
11/26/2016,14:17,ROCHESTER,39F,36F,89%,W,7mph,0mph,29.55in,0.0in,Cloudy
11/26/2016,3:52,ROCHESTER,40F,37F,89%,WSW,6mph,0mph,29.52in,0.0in,Cloudy
11/26/2016,9:50,ROCHESTER,39F,37F,93%,WSW,9mph,0mph,29.54in,0.0in,Cloudy
11/26/2016,18:30,ROCHESTER,40F,37F,89%,W,10mph,0mph,29.55in,0.0in,Light
11/26/2016,8:23,ROCHESTER,39F,37F,93%,WSW,7mph,0mph,29.53in,0.0in,Cloudy
11/26/2016,4:45,ROCHESTER,40F,36F,86%,W,9mph,0mph,29.53in,0.0in,Light
11/26/2016,21:54,ROCHESTER,40F,38F,93%,WNW,9mph,0mph,29.52in,0.0in,Light
11/26/2016,8:06,ROCHESTER,39F,37F,93%,WSW,7mph,0mph,29.53in,0.0in,Cloudy
11/26/2016,17:35,ROCHESTER,40F,36F,86%,W,9mph,0mph,29.55in,0.0in,Cloudy
11/25/2016,16:30,ROCHESTER,41F,40F,96%,SSW,3mph,0mph,29.58in,0.0in,Light
11/25/2016,18:43,ROCHESTER,41F,40F,96%,CALM,0mph,0mph,29.58in,0.0in,Light
11/25/2016,22:34,ROCHESTER,43F,42F,97%,WSW,6mph,0mph,29.58in,0.0in,Cloudy
11/25/2016,17:00,ROCHESTER,41F,40F,96%,CALM,0mph,0mph,29.58in,0.0in,Fog
11/25/2016,16:30,ROCHESTER,41F,40F,96%,SSW,3mph,0mph,29.58in,0.0in,Light
11/25/2016,5:05,ROCHESTER,40F,40F,100%,WSW,5mph,0mph,29.58in,0.0in,Fog
11/24/2016,1:25,ROCHESTER,32F,27F,82%,ESE,6mph,0mph,29.61in,0.0in,Light
11/24/2016,18:10,ROCHESTER,37F,35F,93%,SE,3mph,0mph,29.47in,0.0in,Light
11/24/2016,4:14,ROCHESTER,32F,30F,92%,SE,10mph,0mph,29.56in,0.0in,Wintry
11/24/2016,14:10,ROCHESTER,36F,33F,89%,SSE,6mph,0mph,29.48in,0.0in,Light
11/24/2016,7:46,ROCHESTER,35F,29F,78%,SE,13mph,0mph,29.50in,0.0in,Cloudy
11/24/2016,22:59,ROCHESTER,38F,37F,97%,CALM,0mph,0mph,29.47in,0.0in,Light
11/24/2016,13:42,ROCHESTER,36F,32F,86%,SSE,7mph,0mph,29.48in,0.0in,Light
11/24/2016,22:17,ROCHESTER,38F,37F,97%,CALM,0mph,0mph,29.47in,0.0in,Light
11/23/2016,13:37,ROCHESTER,35F,23F,61%,W,3mph,0mph,29.70in,0.0in,Cloudy
11/23/2016,14:41,ROCHESTER,36F,22F,57%,WSW,3mph,0mph,29.70in,0.0in,Cloudy
11/23/2016,18:00,ROCHESTER,34F,24F,67%,ESE,9mph,0mph,29.66in,0.0in,Cloudy
11/23/2016,8:48,ROCHESTER,30F,22F,72%,W,3mph,0mph,29.74in,0.0in,Cloudy
11/23/2016,14:54,ROCHESTER,36F,22F,57%,WSW,3mph,0mph,29.70in,0.0in,Cloudy
11/23/2016,17:46,ROCHESTER,35F,24F,64%,E,6mph,0mph,29.67in,0.0in,Cloudy
11/23/2016,12:52,ROCHESTER,34F,23F,64%,CALM,0mph,0mph,29.71in,0.0in,Cloudy
11/23/2016,16:27,ROCHESTER,36F,22F,57%,CALM,0mph,0mph,29.68in,0.0in,Cloudy
11/23/2016,12:30,ROCHESTER,34F,23F,64%,CALM,0mph,0mph,29.71in,0.0in,Cloudy
11/23/2016,13:55,ROCHESTER,35F,23F,61%,W,3mph,0mph,29.70in,0.0in,Cloudy
11/23/2016,19:08,ROCHESTER,34F,23F,64%,ESE,10mph,0mph,29.66in,0.0in,Wintry
11/23/2016,7:20,ROCHESTER,30F,22F,72%,NW,5mph,0mph,29.75in,0.0in,Cloudy
11/23/2016,9:40,ROCHESTER,32F,22F,66%,CALM,0mph,0mph,29.75in,0.0in,Cloudy
11/23/2016,15:27,ROCHESTER,35F,22F,59%,CALM,0mph,0mph,29.69in,0.0in,Cloudy
11/23/2016,14:53,ROCHESTER,36F,22F,57%,WSW,3mph,0mph,29.70in,0.0in,Cloudy
11/23/2016,13:25,ROCHESTER,35F,23F,61%,W,3mph,0mph,29.70in,0.0in,Cloudy
11/23/2016,8:51,ROCHESTER,30F,22F,72%,W,3mph,0mph,29.74in,0.0in,Cloudy
11/22/2016,14:14,ROCHESTER,33F,22F,64%,NW,18mph,23mph,29.58in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
11/22/2016,11:26,ROCHESTER,32F,22F,66%,NW,15mph,23mph,29.55in,0.0in,Light
11/22/2016,18:40,ROCHESTER,36F,25F,64%,WNW,17mph,29mph,29.59in,0.0in,Mostly
11/22/2016,1:43,ROCHESTER,33F,23F,66%,NW,21mph,29mph,29.37in,0.0in,Light
11/22/2016,11:55,ROCHESTER,32F,22F,66%,NW,15mph,23mph,29.55in,0.0in,Light
11/22/2016,7:01,ROCHESTER,32F,23F,69%,WNW,16mph,24mph,29.47in,0.0in,Light
